Raw_Text,ID,Predicted_Category,Extracted_Incident_Time,Ticket_Group_ID
ระบบล่ม ตอนนี้อยู่ห้องสมุด ทำงานไม่ได้เลย,TICKET_1443,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
อาจารย์ครับ ลงทะเบียนวิชานี้ไม่ได้ รบกวนให้คำแนะนำที,TICKET_1444,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_008
แจ้งทำความสะอาดตรงโรงอาหาร มีหมาจรจัดมาคุ้ยขยะ ครับ,TICKET_1445,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_018
แจ้งทำความสะอาดตรงสวนหน้าตึก หญ้ารกมาก ครับ,TICKET_1446,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_024
สอบถามหน่อยครับ รถเมล์สาย 1 หมดกี่โมง,TICKET_1447,หมวดการเดินทางและระบบขนส่ง,เวลาปัจจุบันตามระบบ,TICKET_GROUP_015
แจ้งเรื่องประตูพัง ตรงห้องบรรยาย ช่วยมาดูหน่อย,TICKET_1448,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_010
สอบถามหน่อยครับ ทำบัตรนิสิตใหม่ที่ไหน,TICKET_1449,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_016
สอบถามหน่อยครับ อยากทราบกำหนดการกิจกรรมรับน้อง,TICKET_1450,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_014
แจ้งทำความสะอาดตรงริมสระน้ำ สกปรกมากไม่ทำความสะอาด ครับ,TICKET_1451,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_024
เน็ตหลุดบ่อยมาก ตอนนี้อยู่หน้ามอ ทำงานไม่ได้เลย,TICKET_1452,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
อาจารย์ครับ เกรดยังไม่ออกครับ รบกวนให้คำแนะนำที,TICKET_1453,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_006
อาจารย์ครับ เกรดยังไม่ออกครับ รบกวนให้คำแนะนำที,TICKET_1454,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_006
แจ้งทำความสะอาดตรงทางเดิน ขยะล้นถังส่งกลิ่นเหม็น ครับ,TICKET_1455,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_022
แจ้งเรื่องไฟดับครับ ตรงห้อง 1204 ช่วยมาดูหน่อย,TICKET_1456,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_011
ลงทะเบียนไม่ได้ ตอนนี้อยู่หน้ามอ ทำงานไม่ได้เลย,TICKET_1457,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
สอบถามหน่อยครับ รถเมล์สาย 1 หมดกี่โมง,TICKET_1458,หมวดการเดินทางและระบบขนส่ง,เวลาปัจจุบันตามระบบ,TICKET_GROUP_015
อาจารย์ครับ ขอสอบชดเชยต้องทำไง รบกวนให้คำแนะนำที,TICKET_1459,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_013
สอบถามหน่อยครับ สอบถามเรื่องทุนการศึกษา,TICKET_1460,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_007
รปภ. ช่วยดูตรงทางแยก หน่อยครับ มีรถชนกัน,TICKET_1461,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_017
รปภ. ช่วยดูตรงหน้ามอ หน่อยครับ ทางมืดมากอันตราย,TICKET_1462,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_021
รปภ. ช่วยดูตรงประตู 2 หน่อยครับ รถติดหนักมาก,TICKET_1463,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_017
แจ้งเรื่องประตูพัง ตรงห้องน้ำตึกสงวน ช่วยมาดูหน่อย,TICKET_1464,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_011
อาจารย์ครับ ขอสอบชดเชยต้องทำไง รบกวนให้คำแนะนำที,TICKET_1465,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_013
เน็ตหลุดบ่อยมาก ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,TICKET_1466,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_020
แจ้งเรื่องประตูพัง ตรงห้อง 1204 ช่วยมาดูหน่อย,TICKET_1467,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_010
ระบบล่ม ตอนนี้อยู่ห้องสมุด ทำงานไม่ได้เลย,TICKET_1468,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
แจ้งทำความสะอาดตรงริมสระน้ำ ขยะล้นถังส่งกลิ่นเหม็น ครับ,TICKET_1469,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_024
ระบบล่ม ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,TICKET_1470,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
แจ้งทำความสะอาดตรงทางเดิน กิ่งไม้หักขวางทาง ครับ,TICKET_1471,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_002
อาจารย์ครับ เกรดยังไม่ออกครับ รบกวนให้คำแนะนำที,TICKET_1472,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_006
อาจารย์ครับ ลงทะเบียนวิชานี้ไม่ได้ รบกวนให้คำแนะนำที,TICKET_1473,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_008
แจ้งทำความสะอาดตรงริมสระน้ำ สกปรกมากไม่ทำความสะอาด ครับ,TICKET_1474,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_024
รปภ. ช่วยดูตรงลานจอดรถ หน่อยครับ รถติดหนักมาก,TICKET_1475,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_021
สอบถามหน่อยครับ รถเมล์สาย 1 หมดกี่โมง,TICKET_1476,หมวดการเดินทางและระบบขนส่ง,เวลาปัจจุบันตามระบบ,TICKET_GROUP_015
แจ้งเรื่องน้ำไม่ไหล ตรงตึก ICT ช่วยมาดูหน่อย,TICKET_1477,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_027
รปภ. ช่วยดูตรงทางแยก หน่อยครับ รถติดหนักมาก,TICKET_1478,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_012
แจ้งเรื่องน้ำไม่ไหล ตรงตึกวิทย์ ช่วยมาดูหน่อย,TICKET_1479,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_028
รปภ. ช่วยดูตรงประตู 2 หน่อยครับ ทางมืดมากอันตราย,TICKET_1480,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_021
ระบบล่ม ตอนนี้อยู่หอพักใน ทำงานไม่ได้เลย,TICKET_1481,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
แจ้งเรื่องน้ำไม่ไหล ตรงตึก ICT ช่วยมาดูหน่อย,TICKET_1482,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_027
สอบถามหน่อยครับ อยากทราบกำหนดการกิจกรรมรับน้อง,TICKET_1483,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_014
สอบถามหน่อยครับ อยากทราบกำหนดการกิจกรรมรับน้อง,TICKET_1484,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_014
อาจารย์ครับ ลงทะเบียนวิชานี้ไม่ได้ รบกวนให้คำแนะนำที,TICKET_1485,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_008
รปภ. ช่วยดูตรงหน้ามอ หน่อยครับ คนจอดรถขวางทาง,TICKET_1486,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_005
รปภ. ช่วยดูตรงหน้ามอ หน่อยครับ ทางมืดมากอันตราย,TICKET_1487,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_021
แจ้งทำความสะอาดตรงทางเดิน ขยะล้นถังส่งกลิ่นเหม็น ครับ,TICKET_1488,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_022
อาจารย์ครับ ขอสอบชดเชยต้องทำไง รบกวนให้คำแนะนำที,TICKET_1489,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_013
สอบถามหน่อยครับ สอบถามเรื่องทุนการศึกษา,TICKET_1490,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_007
แจ้งทำความสะอาดตรงริมสระน้ำ มีหมาจรจัดมาคุ้ยขยะ ครับ,TICKET_1491,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_024
รปภ. ช่วยดูตรงประตู 2 หน่อยครับ หมวกกันน็อคหาย,TICKET_1492,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_017
สอบถามหน่อยครับ อยากทราบกำหนดการกิจกรรมรับน้อง,TICKET_1493,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_014
รปภ. ช่วยดูตรงหน้ามอ หน่อยครับ ทางมืดมากอันตราย,TICKET_1494,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_021
แจ้งทำความสะอาดตรงสวนหน้าตึก ขยะล้นถังส่งกลิ่นเหม็น ครับ,TICKET_1495,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_022
แจ้งทำความสะอาดตรงสวนหน้าตึก กิ่งไม้หักขวางทาง ครับ,TICKET_1496,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_022
อาจารย์ครับ อยากติดต่ออาจารย์เรื่องดรอปเรียน รบกวนให้คำแนะนำที,TICKET_1497,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_026
สอบถามหน่อยครับ ทำบัตรนิสิตใหม่ที่ไหน,TICKET_1498,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_016
อาจารย์ครับ เกรดยังไม่ออกครับ รบกวนให้คำแนะนำที,TICKET_1499,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_006
สอบถามหน่อยครับ ทำบัตรนิสิตใหม่ที่ไหน,TICKET_1500,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_016
ไวไฟเข้าไม่ได้ ตอนนี้อยู่หอพักใน ทำงานไม่ได้เลย,TICKET_1501,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
แจ้งทำความสะอาดตรงสวนหน้าตึก มีหมาจรจัดมาคุ้ยขยะ ครับ,TICKET_1502,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_018
แจ้งทำความสะอาดตรงสวนหน้าตึก หญ้ารกมาก ครับ,TICKET_1503,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_024
สอบถามหน่อยครับ รถเมล์สาย 1 หมดกี่โมง,TICKET_1504,หมวดการเดินทางและระบบขนส่ง,เวลาปัจจุบันตามระบบ,TICKET_GROUP_015
สอบถามหน่อยครับ รถเมล์สาย 1 หมดกี่โมง,TICKET_1505,หมวดการเดินทางและระบบขนส่ง,เวลาปัจจุบันตามระบบ,TICKET_GROUP_015
ลืมรหัสผ่านเข้าระบบ ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,TICKET_1506,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_003
แจ้งทำความสะอาดตรงทางเดิน หญ้ารกมาก ครับ,TICKET_1507,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_024
ไวไฟเข้าไม่ได้ ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,TICKET_1508,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
แจ้งเรื่องไฟดับครับ ตรงตึกวิทย์ ช่วยมาดูหน่อย,TICKET_1509,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_028
ลืมรหัสผ่านเข้าระบบ ตอนนี้อยู่ห้องสมุด ทำงานไม่ได้เลย,TICKET_1510,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_003
รปภ. ช่วยดูตรงประตู 2 หน่อยครับ ทางมืดมากอันตราย,TICKET_1511,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_021
ลืมรหัสผ่านเข้าระบบ ตอนนี้อยู่ห้องสมุด ทำงานไม่ได้เลย,TICKET_1512,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_003
สอบถามหน่อยครับ รถเมล์สาย 1 หมดกี่โมง,TICKET_1513,หมวดการเดินทางและระบบขนส่ง,เวลาปัจจุบันตามระบบ,TICKET_GROUP_015
ระบบล่ม ตอนนี้อยู่ห้องสมุด ทำงานไม่ได้เลย,TICKET_1514,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
แจ้งเรื่องไฟดับครับ ตรงอาคารเรียนรวม ช่วยมาดูหน่อย,TICKET_1515,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_019
แจ้งเรื่องประตูพัง ตรงตึก ICT ช่วยมาดูหน่อย,TICKET_1516,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_027
แจ้งทำความสะอาดตรงสนามบาส หญ้ารกมาก ครับ,TICKET_1517,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_024
ไวไฟเข้าไม่ได้ ตอนนี้อยู่หอพักใน ทำงานไม่ได้เลย,TICKET_1518,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
อาจารย์ครับ อยากติดต่ออาจารย์เรื่องดรอปเรียน รบกวนให้คำแนะนำที,TICKET_1519,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_026
อาจารย์ครับ ลงทะเบียนวิชานี้ไม่ได้ รบกวนให้คำแนะนำที,TICKET_1520,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_008
สอบถามหน่อยครับ สอบถามเรื่องทุนการศึกษา,TICKET_1521,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_007
รปภ. ช่วยดูตรงประตู 2 หน่อยครับ รถติดหนักมาก,TICKET_1522,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_017
อาจารย์ครับ ขอสอบชดเชยต้องทำไง รบกวนให้คำแนะนำที,TICKET_1523,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_013
สอบถามหน่อยครับ ทำบัตรนิสิตใหม่ที่ไหน,TICKET_1524,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_016
ไวไฟเข้าไม่ได้ ตอนนี้อยู่หน้ามอ ทำงานไม่ได้เลย,TICKET_1525,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
รปภ. ช่วยดูตรงหน้ามอ หน่อยครับ รถติดหนักมาก,TICKET_1526,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_012
แจ้งทำความสะอาดตรงทางเดิน กิ่งไม้หักขวางทาง ครับ,TICKET_1527,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_002
สอบถามหน่อยครับ รถเมล์สาย 1 หมดกี่โมง,TICKET_1528,หมวดการเดินทางและระบบขนส่ง,เวลาปัจจุบันตามระบบ,TICKET_GROUP_015
แจ้งทำความสะอาดตรงสวนหน้าตึก สกปรกมากไม่ทำความสะอาด ครับ,TICKET_1529,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_023
ลืมรหัสผ่านเข้าระบบ ตอนนี้อยู่หน้ามอ ทำงานไม่ได้เลย,TICKET_1530,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
ระบบล่ม ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,TICKET_1531,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
แจ้งทำความสะอาดตรงโรงอาหาร มีหมาจรจัดมาคุ้ยขยะ ครับ,TICKET_1532,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_018
สอบถามหน่อยครับ ทำบัตรนิสิตใหม่ที่ไหน,TICKET_1533,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_016
แจ้งทำความสะอาดตรงสวนหน้าตึก กิ่งไม้หักขวางทาง ครับ,TICKET_1534,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_022
สอบถามหน่อยครับ อยากทราบกำหนดการกิจกรรมรับน้อง,TICKET_1535,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_014
รปภ. ช่วยดูตรงลานจอดรถ หน่อยครับ ทางมืดมากอันตราย,TICKET_1536,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_021
สอบถามหน่อยครับ รถเมล์สาย 1 หมดกี่โมง,TICKET_1537,หมวดการเดินทางและระบบขนส่ง,เวลาปัจจุบันตามระบบ,TICKET_GROUP_015
อาจารย์ครับ อยากติดต่ออาจารย์เรื่องดรอปเรียน รบกวนให้คำแนะนำที,TICKET_1538,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_026
แจ้งเรื่องแอร์ไม่เย็นเลย ตรงอาคารเรียนรวม ช่วยมาดูหน่อย,TICKET_1539,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_028
แจ้งเรื่องแอร์ไม่เย็นเลย ตรงห้องน้ำตึกสงวน ช่วยมาดูหน่อย,TICKET_1540,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_028
แจ้งเรื่องประตูพัง ตรงตึก ICT ช่วยมาดูหน่อย,TICKET_1541,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_027
แจ้งเรื่องน้ำไม่ไหล ตรงห้อง 1204 ช่วยมาดูหน่อย,TICKET_1542,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_027
สอบถามหน่อยครับ รถเมล์สาย 1 หมดกี่โมง,TICKET_1543,หมวดการเดินทางและระบบขนส่ง,เวลาปัจจุบันตามระบบ,TICKET_GROUP_015
ลงทะเบียนไม่ได้ ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,TICKET_1544,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
รปภ. ช่วยดูตรงหน้ามอ หน่อยครับ คนจอดรถขวางทาง,TICKET_1545,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_005
สอบถามหน่อยครับ อยากทราบกำหนดการกิจกรรมรับน้อง,TICKET_1546,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_014
รปภ. ช่วยดูตรงหน้ามอ หน่อยครับ รถติดหนักมาก,TICKET_1547,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_012
ไวไฟเข้าไม่ได้ ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,TICKET_1548,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
แจ้งเรื่องหลังคารั่วหนักมาก ตรงตึกวิทย์ ช่วยมาดูหน่อย,TICKET_1549,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_028
เน็ตหลุดบ่อยมาก ตอนนี้อยู่ห้องสมุด ทำงานไม่ได้เลย,TICKET_1550,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_020
ไวไฟเข้าไม่ได้ ตอนนี้อยู่หอพักใน ทำงานไม่ได้เลย,TICKET_1551,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
อาจารย์ครับ เกรดยังไม่ออกครับ รบกวนให้คำแนะนำที,TICKET_1552,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_006
แจ้งทำความสะอาดตรงสวนหน้าตึก มีหมาจรจัดมาคุ้ยขยะ ครับ,TICKET_1553,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_018
สอบถามหน่อยครับ อยากทราบกำหนดการกิจกรรมรับน้อง,TICKET_1554,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_014
แจ้งทำความสะอาดตรงสวนหน้าตึก มีหมาจรจัดมาคุ้ยขยะ ครับ,TICKET_1555,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_018
อาจารย์ครับ เกรดยังไม่ออกครับ รบกวนให้คำแนะนำที,TICKET_1556,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_006
อาจารย์ครับ ลงทะเบียนวิชานี้ไม่ได้ รบกวนให้คำแนะนำที,TICKET_1557,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_008
สอบถามหน่อยครับ สอบถามเรื่องทุนการศึกษา,TICKET_1558,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_007
รปภ. ช่วยดูตรงประตู 2 หน่อยครับ คนจอดรถขวางทาง,TICKET_1559,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_017
รปภ. ช่วยดูตรงทางแยก หน่อยครับ มีรถชนกัน,TICKET_1560,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_017
รปภ. ช่วยดูตรงลานจอดรถ หน่อยครับ คนจอดรถขวางทาง,TICKET_1561,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_021
เน็ตหลุดบ่อยมาก ตอนนี้อยู่หน้ามอ ทำงานไม่ได้เลย,TICKET_1562,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
รปภ. ช่วยดูตรงลานจอดรถ หน่อยครับ ทางมืดมากอันตราย,TICKET_1563,หมวดความปลอดภัยและจราจร,เวลาปัจจุบันตามระบบ,TICKET_GROUP_021
แจ้งเรื่องลิฟต์ค้าง ตรงห้องน้ำตึกสงวน ช่วยมาดูหน่อย,TICKET_1564,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_011
ลงทะเบียนไม่ได้ ตอนนี้อยู่หน้ามอ ทำงานไม่ได้เลย,TICKET_1565,หมวดเทคโนโลยีสารสนเทศ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_025
สอบถามหน่อยครับ รถเมล์สาย 1 หมดกี่โมง,TICKET_1566,หมวดการเดินทางและระบบขนส่ง,เวลาปัจจุบันตามระบบ,TICKET_GROUP_015
แจ้งทำความสะอาดตรงริมสระน้ำ ขยะล้นถังส่งกลิ่นเหม็น ครับ,TICKET_1567,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_024
อาจารย์ครับ ตารางเรียนไม่ขึ้นระบบ รบกวนให้คำแนะนำที,TICKET_1568,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_001
แจ้งทำความสะอาดตรงโรงอาหาร ขยะล้นถังส่งกลิ่นเหม็น ครับ,TICKET_1569,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_022
อาจารย์ครับ ลงทะเบียนวิชานี้ไม่ได้ รบกวนให้คำแนะนำที,TICKET_1570,หมวดการเรียนการสอนและวิชาการ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_008
แจ้งทำความสะอาดตรงริมสระน้ำ หญ้ารกมาก ครับ,TICKET_1571,หมวดภูมิทัศน์และความสะอาด,เวลาปัจจุบันตามระบบ,TICKET_GROUP_024
แจ้งเรื่องน้ำไม่ไหล ตรงตึก ICT ช่วยมาดูหน่อย,TICKET_1572,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_027
สอบถามหน่อยครับ ทำบัตรนิสิตใหม่ที่ไหน,TICKET_1573,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_016
แจ้งเรื่องหลังคารั่วหนักมาก ตรงห้องน้ำตึกสงวน ช่วยมาดูหน่อย,TICKET_1574,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_019
สอบถามหน่อยครับ ทำบัตรนิสิตใหม่ที่ไหน,TICKET_1575,หมวดบริการทั่วไป / อื่นๆ,เวลาปัจจุบันตามระบบ,TICKET_GROUP_016
แจ้งเรื่องแอร์ไม่เย็นเลย ตรงอาคารเรียนรวม ช่วยมาดูหน่อย,TICKET_1576,หมวดอาคารและสิ่งอำนวยความสะดวก,เวลาปัจจุบันตามระบบ,TICKET_GROUP_028
