pair_id,sentence1,sentence2,is_duplicate,similarity_score,category
807,แจ้งเรื่องครับ: หลอดไฟในห้องเรียน PKY02 ลานจอดรถหน้ามอ ขาด มืดมาก ช่วยตรวจสอบทีครับ,ไฟเพดานห้อง PKY02 ประตูทางเข้าหน้ามอ ดับ มองกระดานไม่เห็น ขอบคุณครับ,1,0.83,หมวดอาคารและสิ่งอำนวยความสะดวก
808,ช่วยประสานงานทีครับ คนขับรถเมล์ มพ. สาย 3 ขับเร็วและหวาดเสียวมาก ปล่อยไว้นานแล้ว,ขอร้องเรียนค่ะ รอรถเมล์มอสาย 2 นานมาก รถขาดช่วง นิสิตไปเรียนไม่ทัน ช่วยตรวจสอบทีครับ,0,0.2,หมวดการเดินทางและระบบขนส่ง (ต่างประเด็น)
809,รบกวนเจ้าหน้าที่ครับ ขอใบรับรองสถานภาพนิสิตภาษาอังกฤษ ใช้เวลากี่วันได้ ช่วยตรวจสอบทีครับ,ช่วยตรวจสอบหน่อยครับ ยื่นขอหนังสือรับรองการเป็นนิสิตผ่านช่องทางออนไลน์ยังไง,1,0.96,หมวดบริการทั่วไป / อื่นๆ
810,อาจารย์ไม่เข้าสอนตามตารางเรียนและไม่แจ้งล่วงหน้า รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,ช่วยตรวจสอบหน่อยครับ เอกสารทุนการศึกษา มพ. ส่งได้ถึงวันไหนครับ,0,0.2,ต่างหมวดหมู่
811,ขอร้องเรียนค่ะ สัญญาณ WiFi UP-WiFi ที่ หอสมุด หลุดบ่อยมาก ช้ามาก,รบกวนเจ้าหน้าที่ครับ เน็ต UP-WiFi ที่ ห้องสมุดกลาง ช้ามาก สัญญาณหลุดตลอดเวลา รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,1,0.85,หมวดเทคโนโลยีสารสนเทศ
812,ขอร้องเรียนค่ะ ระบบลงทะเบียนเรียน Reg ล่ม เข้าสู่ระบบไม่ได้ตั้งแต่เช้า,ช่วยประสานงานทีครับ ประกาศเกรดยังไม่ขึ้นในระบบเลยครับ ติดต่อฝ่ายทะเบียนไม่ได้ เป็นแบบนี้มาหลายวันแล้วครับ,0,0.13,ต่างหมวดหมู่
813,ขอร้องเรียนค่ะ ป้ายรถเมล์บริเวณ ตึก ICT ไม่มีหลังคาบังแดดบังฝน ช่วยตรวจสอบทีครับ,ขอร้องเรียนค่ะ รอรถเมล์มอสาย 1 นานมาก รถขาดช่วง นิสิตไปเรียนไม่ทัน รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,0,0.29,หมวดการเดินทางและระบบขนส่ง (ต่างประเด็น)
814,ช่วยตรวจสอบหน่อยครับ ขอนับชั่วโมงกิจกรรมจิตอาสา กดยื่นในระบบแล้วยังไม่อนุมัติ,ด่วนมาก! ชั่วโมงกิจกรรมสะสมไม่ขึ้นในระบบ UP Pass ติดต่อใคร รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,1,0.81,หมวดบริการทั่วไป / อื่นๆ
815,นิสิตเดือดร้อนมากค่ะ เข้าใช้งานระบบ UP Pass ไม่ได้ ล็อกอินแล้วเด้งออก รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,ช่วยประสานงานทีครับ จุดรอรถเมล์มอตรง ตึกคณะนิติศาสตร์ ฝนตกเปียกหมด ไม่มีศาลาพักคอย ขอบคุณครับ,0,0.12,ต่างหมวดหมู่
816,คิวต่อแถวรอรถเมล์มอที่ หอสมุด แน่นมาก รถมีไม่เพียงพอ ขอบคุณครับ,ช่วยตรวจสอบหน่อยครับ นิสิตต่อคิวรอรถเมล์ตรง สำนักบรรณสาร ยาวล้นออกมานอกฟุตบาท รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,1,0.85,หมวดการเดินทางและระบบขนส่ง
817,กิ่งไม้ขนาดใหญ่หักหล่นขวางถนนตรง หอพักนิสิต UP DORM,แจ้งเรื่องครับ: มีต้นไม้ล้มทับทางเดินข้าง หอพักในมอ สัญจรลำบากมาก ขอบคุณครับ,1,0.84,หมวดภูมิทัศน์และความสะอาด
818,นิสิตเดือดร้อนมากค่ะ ขอใบรับรองสถานภาพนิสิตภาษาอังกฤษ ใช้เวลากี่วันได้,ช่วยตรวจสอบหน่อยครับ ยื่นขอหนังสือรับรองการเป็นนิสิตผ่านช่องทางออนไลน์ยังไง ปล่อยไว้นานแล้ว,1,0.79,หมวดบริการทั่วไป / อื่นๆ
819,ขอร้องเรียนค่ะ ถังขยะบริเวณ ตึกคณะนิติศาสตร์ ล้น ส่งกลิ่นเหม็นรบกวน รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,พบซากนกตายบริเวณ หอสมุด เริ่มส่งกลิ่น ช่วยส่งแม่บ้านมาเก็บที ขอบคุณครับ,0,0.27,หมวดภูมิทัศน์และความสะอาด (ต่างประเด็น)
820,ขอร้องเรียนค่ะ หมวกกันน็อคหายที่ลานจอดรถ ตึกคณะบริหาร ขอบคุณครับ,แอดมินครับ หมาจรจัดตรง หอสมุด ดุมาก เห่าและวิ่งไล่รถมอเตอร์ไซค์ ปล่อยไว้นานแล้ว,0,0.3,หมวดความปลอดภัยและจราจร (ต่างประเด็น)
821,รบกวนเจ้าหน้าที่ครับ เศษขยะเกลื่อนกลาดรอบโต๊ะม้าหินอ่อน ตึกสงวนเสริมศรี ขอบคุณครับ,ขอร้องเรียนค่ะ ยื่นคำร้องขอถอนรายวิชาล่าช้า ต้องให้อาจารย์ท่านไหนเซ็น รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,0,0.04,ต่างหมวดหมู่
822,ลืมกระเป๋าสตางค์ไว้ที่ ตึก ICT มีใครเก็บได้บ้างครับ ขอบคุณครับ,ช่วยตรวจสอบหน่อยครับ ตามหาของหาย ลืมไอแพดไว้ที่ ตึก CE ช่วยดูกล้องให้ที ช่วยตรวจสอบทีครับ,0,0.29,หมวดบริการทั่วไป / อื่นๆ (ต่างประเด็น)
823,ขอร้องเรียนค่ะ ลืมกระเป๋าสตางค์ไว้ที่ ตึก ICT มีใครเก็บได้บ้างครับ เป็นแบบนี้มาหลายวันแล้วครับ,แจ้งเรื่องครับ: เอกสารทุนการศึกษา มพ. ส่งได้ถึงวันไหนครับ,0,0.38,หมวดบริการทั่วไป / อื่นๆ (ต่างประเด็น)
824,รบกวนเจ้าหน้าที่ครับ หญ้าขึ้นสูงรกมากข้างทางเดินไป ตึกคณะบริหาร กลัวงู เดือดร้อนมากค่ะ ขอบคุณค่ะ,ด่วนมาก! บริเวณที่นั่งเล่น ตึกสงวนเสริมศรี ขยะเต็มโต๊ะ ไม่มีคนกวาด ปล่อยไว้นานแล้ว,0,0.38,หมวดภูมิทัศน์และความสะอาด (ต่างประเด็น)
825,แจ้งเรื่องครับ: ตารางเรียนวิชาบังคับชนกันสองวิชา แก้ไขยังไงได้บ้าง ขอบคุณครับ,ด่วนมาก! ตารางเรียนชนกันครับ เข้าระบบแล้วเลือกเวลาทับซ้อนกัน ขอบคุณครับ,1,0.88,หมวดการเรียนการสอนและวิชาการ
826,ขอร้องเรียนค่ะ สอบถามเรื่องการยื่นกู้ กยศ. และส่งเอกสารทุนการศึกษา ปล่อยไว้นานแล้ว,เอกสารทุนการศึกษา มพ. ส่งได้ถึงวันไหนครับ ช่วยตรวจสอบทีครับ,1,0.84,หมวดบริการทั่วไป / อื่นๆ
827,นิสิตเดือดร้อนมากค่ะ เศษขยะเกลื่อนกลาดรอบโต๊ะม้าหินอ่อน ตึก ICT เดือดร้อนมากค่ะ ขอบคุณค่ะ,ด่วนมาก! บริเวณที่นั่งเล่น อาคาร ICT ขยะเต็มโต๊ะ ไม่มีคนกวาด เป็นแบบนี้มาหลายวันแล้วครับ,1,0.83,หมวดภูมิทัศน์และความสะอาด
828,รบกวนเจ้าหน้าที่ครับ คิวต่อแถวรอรถเมล์มอที่ ตึก ICT แน่นมาก รถมีไม่เพียงพอ,นิสิตเดือดร้อนมากค่ะ รอรถเมล์มอสาย 1 นานมาก รถขาดช่วง นิสิตไปเรียนไม่ทัน ช่วยตรวจสอบทีครับ,0,0.3,หมวดการเดินทางและระบบขนส่ง (ต่างประเด็น)
829,เกิดอุบัติเหตุรถเฉี่ยวชนกันตรงทางแยก ตึกวิทย์ เป็นแบบนี้มาหลายวันแล้วครับ,ด่วนมาก! จอดมอเตอร์ไซค์ไว้ที่ ตึกคณะบริหาร หมวกกันน็อคโดนขโมยไปครับ ปล่อยไว้นานแล้ว,0,0.28,หมวดความปลอดภัยและจราจร (ต่างประเด็น)
830,ถังขยะบริเวณ ตึกคณะนิติศาสตร์ ล้น ส่งกลิ่นเหม็นรบกวน เป็นแบบนี้มาหลายวันแล้วครับ,วิชาบังคับเซคเต็มทุกเซค ขอเปิดเพิ่มอีกเซคได้ไหมครับ เป็นแบบนี้มาหลายวันแล้วครับ,0,0.09,ต่างหมวดหมู่
831,ช่วยประสานงานทีครับ อินเทอร์เน็ตที่ ตึก CE ใช้งานไม่ได้เลย สัญญาณกากบาท ช่วยตรวจสอบทีครับ,เข้าอีเมลมหาวิทยาลัยไม่ได้ จำรหัสผ่านไม่ได้ครับ รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,0,0.27,หมวดเทคโนโลยีสารสนเทศ (ต่างประเด็น)
832,แจ้งเรื่องครับ: มีซากสัตว์ตายส่งกลิ่นเหม็นเน่าที่ ตึกวิทย์ เดือดร้อนมากค่ะ ขอบคุณค่ะ,ช่วยประสานงานทีครับ บริเวณที่นั่งเล่น ตึกวิทย์ ขยะเต็มโต๊ะ ไม่มีคนกวาด ขอบคุณครับ,0,0.25,หมวดภูมิทัศน์และความสะอาด (ต่างประเด็น)
833,อาจารย์ไม่เข้าสอนตามตารางเรียนและไม่แจ้งล่วงหน้า ปล่อยไว้นานแล้ว,ขอร้องเรียนค่ะ วันสอบปลายภาคเวลาตรงกันสองรายวิชา ขอสอบชดเชยได้ไหม ช่วยตรวจสอบทีครับ,0,0.35,หมวดการเรียนการสอนและวิชาการ (ต่างประเด็น)
834,ด่วนมาก! ไฟกิ่งส่องสว่างทางเดินไป ตึกวิทย์ ดับ มืดและเปลี่ยวมาก,ช่วยประสานงานทีครับ รถเมล์มอสาย 2 ขับปาดซ้ายปาดขวา เบรกแรง กลัวอันตราย เดือดร้อนมากค่ะ ขอบคุณค่ะ,0,0.07,ต่างหมวดหมู่
835,แจ้งเรื่องครับ: ไฟกิ่งส่องสว่างทางเดินไป หอสมุด ดับ มืดและเปลี่ยวมาก เป็นแบบนี้มาหลายวันแล้วครับ,ด่วนมาก! รถมอเตอร์ไซค์ชนกันบริเวณ ตึก ICT มีผู้ได้รับบาดเจ็บ ขอบคุณครับ,0,0.21,หมวดความปลอดภัยและจราจร (ต่างประเด็น)
836,รบกวนเจ้าหน้าที่ครับ ห้องน้ำหญิง ตึกวิทย์ สกปรกมาก ไม่มีแม่บ้านดูแล รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,ขอร้องเรียนค่ะ ตึกวิทย์ ห้องน้ำสกปรก พื้นแฉะและส่งกลิ่นเหม็น เป็นแบบนี้มาหลายวันแล้วครับ,1,0.87,หมวดภูมิทัศน์และความสะอาด
837,รบกวนเจ้าหน้าที่ครับ แอร์ห้อง 1101 ตึกคณะนิติศาสตร์ เสีย ไม่เย็นเลย ร้อนมาก ขอบคุณครับ,นิสิตเดือดร้อนมากค่ะ ห้อง 1101 อาคารเรียนนิติศาสตร์ แอร์พัง มีแต่ลมร้อน นั่งเรียนไม่ได้ รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,1,0.82,หมวดอาคารและสิ่งอำนวยความสะดวก
838,รบกวนเจ้าหน้าที่ครับ ขอใบรับรองสถานภาพนิสิตภาษาอังกฤษ ใช้เวลากี่วันได้ เป็นแบบนี้มาหลายวันแล้วครับ,นิสิตเดือดร้อนมากค่ะ ยื่นขอหนังสือรับรองการเป็นนิสิตผ่านช่องทางออนไลน์ยังไง ช่วยตรวจสอบทีครับ,1,0.89,หมวดบริการทั่วไป / อื่นๆ
839,นิสิตเดือดร้อนมากค่ะ เกิดอุบัติเหตุรถเฉี่ยวชนกันตรงทางแยก หอสมุด เดือดร้อนมากค่ะ ขอบคุณค่ะ,แจ้งเรื่องครับ: หมาจรจัดตรง ตึก ICT ดุมาก เห่าและวิ่งไล่รถมอเตอร์ไซค์ ปล่อยไว้นานแล้ว,0,0.37,หมวดความปลอดภัยและจราจร (ต่างประเด็น)
840,ขอร้องเรียนค่ะ มีซากสัตว์ตายส่งกลิ่นเหม็นเน่าที่ หอพักนิสิต UP DORM ช่วยตรวจสอบทีครับ,ด่วนมาก! บริเวณทางเดินไป หอพักนิสิต UP DORM หญ้ารกมาก ช่วยตัดหญ้าทีครับ เดือดร้อนมากค่ะ ขอบคุณค่ะ,0,0.39,หมวดภูมิทัศน์และความสะอาด (ต่างประเด็น)
841,ด่วนมาก! ตารางเรียนวิชาบังคับชนกันสองวิชา แก้ไขยังไงได้บ้าง,หอสมุด ห้องน้ำสกปรก พื้นแฉะและส่งกลิ่นเหม็น,0,0.13,ต่างหมวดหมู่
842,ด่วนมาก! สอบถามเรื่องการยื่นกู้ กยศ. และส่งเอกสารทุนการศึกษา ขอบคุณครับ,ขอร้องเรียนค่ะ ทำบัตรประจำตัวนิสิตใหม่ ติดต่อสำนักทะเบียนห้องไหนครับ เป็นแบบนี้มาหลายวันแล้วครับ,0,0.37,หมวดบริการทั่วไป / อื่นๆ (ต่างประเด็น)
843,ช่วยประสานงานทีครับ รถเมล์ มพ. ไม่จอดรับนิสิตที่ป้าย หอสมุด เดือดร้อนมากค่ะ ขอบคุณค่ะ,ด่วนมาก! รอรถเมล์มอสาย 2 นานมาก รถขาดช่วง นิสิตไปเรียนไม่ทัน รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,0,0.31,หมวดการเดินทางและระบบขนส่ง (ต่างประเด็น)
844,ช่วยประสานงานทีครับ รถเมล์ มพ. ไม่จอดรับนิสิตที่ป้าย ตึกวิทย์ รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,นิสิตเดือดร้อนมากค่ะ ป้าย อาคารคณะวิทย์ รถเมล์มอขับเลยไป ไม่ยอมจอดรับผู้โดยสาร ช่วยตรวจสอบทีครับ,1,0.87,หมวดการเดินทางและระบบขนส่ง
845,ด่วนมาก! เศษขยะเกลื่อนกลาดรอบโต๊ะม้าหินอ่อน ตึก PKY ปล่อยไว้นานแล้ว,รบกวนเจ้าหน้าที่ครับ บริเวณที่นั่งเล่น ตึก PKY ขยะเต็มโต๊ะ ไม่มีคนกวาด เดือดร้อนมากค่ะ ขอบคุณค่ะ,1,0.94,หมวดภูมิทัศน์และความสะอาด
846,ถังขยะบริเวณ ตึก CE ล้น ส่งกลิ่นเหม็นรบกวน,ขอร้องเรียนค่ะ แอปพลิเคชัน UP Pass เข้าไม่ได้ ขึ้น error ตลอดเวลา เป็นแบบนี้มาหลายวันแล้วครับ,0,0.19,ต่างหมวดหมู่
847,แจ้งเรื่องครับ: มีซากสัตว์ตายส่งกลิ่นเหม็นเน่าที่ ตึกคณะบริหาร,ช่วยตรวจสอบหน่อยครับ พบซากนกตายบริเวณ ตึกบิสิเนส เริ่มส่งกลิ่น ช่วยส่งแม่บ้านมาเก็บที ปล่อยไว้นานแล้ว,1,0.86,หมวดภูมิทัศน์และความสะอาด
848,ด่วนมาก! ต้องการขอดรอปรายวิชา ติดต่อทำเรื่องที่ไหนครับ,ช่วยประสานงานทีครับ ตึกวิทย์ ห้องน้ำสกปรก พื้นแฉะและส่งกลิ่นเหม็น เดือดร้อนมากค่ะ ขอบคุณค่ะ,0,0.16,ต่างหมวดหมู่
849,ด่วนมาก! สอบถามเรื่องการยื่นกู้ กยศ. และส่งเอกสารทุนการศึกษา เดือดร้อนมากค่ะ ขอบคุณค่ะ,แอดมินครับ เอกสารทุนการศึกษา มพ. ส่งได้ถึงวันไหนครับ รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,1,0.8,หมวดบริการทั่วไป / อื่นๆ
850,ด่วนมาก! กล้องวงจรปิดบริเวณ ลานจอดรถหน้ามอ ดับ เสียมาหลายวัน เดือดร้อนมากค่ะ ขอบคุณค่ะ,ขอร้องเรียนค่ะ รถมอเตอร์ไซค์ชนกันบริเวณ ตึก PKY มีผู้ได้รับบาดเจ็บ รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,0,0.28,หมวดความปลอดภัยและจราจร (ต่างประเด็น)
851,แอดมินครับ ขอใบรับรองสถานภาพนิสิตภาษาอังกฤษ ใช้เวลากี่วันได้ รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,รบกวนเจ้าหน้าที่ครับ ขยะล้นถังขยะตรง หอพักนิสิต UP DORM เหม็นมาก ไม่มีใครมาเก็บ ปล่อยไว้นานแล้ว,0,0.09,ต่างหมวดหมู่
852,แอร์ห้อง CE07 ลานจอดรถหน้ามอ เสีย ไม่เย็นเลย ร้อนมาก ปล่อยไว้นานแล้ว,ช่วยตรวจสอบหน่อยครับ ห้อง CE07 ลานจอดรถหน้ามอ แอร์พัง มีแต่ลมร้อน นั่งเรียนไม่ได้ รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,1,0.83,หมวดอาคารและสิ่งอำนวยความสะดวก
853,แอดมินครับ ถังขยะบริเวณ ตึก PKY ล้น ส่งกลิ่นเหม็นรบกวน เป็นแบบนี้มาหลายวันแล้วครับ,นิสิตเดือดร้อนมากค่ะ หมาจรจัดตรง ตึก CE ดุมาก เห่าและวิ่งไล่รถมอเตอร์ไซค์ ช่วยตรวจสอบทีครับ,0,0.15,ต่างหมวดหมู่
854,ช่วยตรวจสอบหน่อยครับ สอบถามเรื่องการยื่นกู้ กยศ. และส่งเอกสารทุนการศึกษา ช่วยตรวจสอบทีครับ,ด่วนมาก! เอกสารทุนการศึกษา มพ. ส่งได้ถึงวันไหนครับ ขอบคุณครับ,1,0.98,หมวดบริการทั่วไป / อื่นๆ
855,ช่วยประสานงานทีครับ พบสุนัขจรจัดดุวิ่งไล่กวดนิสิตบริเวณ หอสมุด ปล่อยไว้นานแล้ว,ช่วยประสานงานทีครับ หมาจรจัดตรง อาคารหอสมุด ดุมาก เห่าและวิ่งไล่รถมอเตอร์ไซค์ ขอบคุณครับ,1,0.79,หมวดความปลอดภัยและจราจร
856,พบสุนัขจรจัดดุวิ่งไล่กวดนิสิตบริเวณ หอพักนิสิต UP DORM เป็นแบบนี้มาหลายวันแล้วครับ,แอดมินครับ หมาจรจัดตรง หอพักนิสิต UP DORM ดุมาก เห่าและวิ่งไล่รถมอเตอร์ไซค์ เป็นแบบนี้มาหลายวันแล้วครับ,1,0.79,หมวดความปลอดภัยและจราจร
857,ช่วยประสานงานทีครับ พบสุนัขจรจัดดุวิ่งไล่กวดนิสิตบริเวณ ตึกคณะบริหาร ช่วยตรวจสอบทีครับ,ตึก PKY ห้องน้ำสกปรก พื้นแฉะและส่งกลิ่นเหม็น ปล่อยไว้นานแล้ว,0,0.18,ต่างหมวดหมู่
858,ช่วยตรวจสอบหน่อยครับ บัตรนิสิตหาย ต้องการทำบัตรใหม่ต้องเตรียมอะไรบ้าง ปล่อยไว้นานแล้ว,นิสิตเดือดร้อนมากค่ะ ทำบัตรประจำตัวนิสิตใหม่ ติดต่อสำนักทะเบียนห้องไหนครับ ช่วยตรวจสอบทีครับ,1,0.9,หมวดบริการทั่วไป / อื่นๆ
859,ด่วนมาก! ระบบบันทึกเกรดมีปัญหา เกรดยังไม่ออกสักวิชา,แจ้งเรื่องครับ: ตารางเรียนชนกันครับ เข้าระบบแล้วเลือกเวลาทับซ้อนกัน ขอบคุณครับ,0,0.35,หมวดการเรียนการสอนและวิชาการ (ต่างประเด็น)
860,ช่วยประสานงานทีครับ ต้องการขอดรอปรายวิชา ติดต่อทำเรื่องที่ไหนครับ เดือดร้อนมากค่ะ ขอบคุณค่ะ,แอดมินครับ ยื่นคำร้องขอถอนรายวิชาล่าช้า ต้องให้อาจารย์ท่านไหนเซ็น,1,0.85,หมวดการเรียนการสอนและวิชาการ
861,แจ้งเรื่องครับ: อาจารย์ไม่เข้าสอนตามตารางเรียนและไม่แจ้งล่วงหน้า,แอดมินครับ คลาสเรียนวันนี้อาจารย์ไม่มาสอน นิสิตมารอเต็มห้อง ปล่อยไว้นานแล้ว,1,0.84,หมวดการเรียนการสอนและวิชาการ
862,แจ้งเรื่องครับ: ปลั๊กไฟห้อง 1101 ตึกคณะนิติศาสตร์ ช็อต มีควันขึ้น เดือดร้อนมากค่ะ ขอบคุณค่ะ,แจ้งเรื่องครับ: ห้อง PKY01 หอพักนิสิต UP DORM แอร์พัง มีแต่ลมร้อน นั่งเรียนไม่ได้,0,0.34,หมวดอาคารและสิ่งอำนวยความสะดวก (ต่างประเด็น)
863,เข้าใช้งานระบบ UP Pass ไม่ได้ ล็อกอินแล้วเด้งออก,ช่วยตรวจสอบหน่อยครับ แอปพลิเคชัน UP Pass เข้าไม่ได้ ขึ้น error ตลอดเวลา เป็นแบบนี้มาหลายวันแล้วครับ,1,0.88,หมวดเทคโนโลยีสารสนเทศ
864,แอดมินครับ มีรถจอดซ้อนคันขวางทางออกตรง ตึก CE ช่วยตรวจสอบทีครับ,ช่วยประสานงานทีครับ เสาไฟทางเดินตรง หอพักนิสิต UP DORM ไม่ติด มืดมากกลัวอันตราย เป็นแบบนี้มาหลายวันแล้วครับ,0,0.35,หมวดความปลอดภัยและจราจร (ต่างประเด็น)
865,แจ้งเรื่องครับ: แอร์ห้อง 1101 หอพักนิสิต UP DORM เสีย ไม่เย็นเลย ร้อนมาก รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,แจ้งเรื่องครับ: คลาสเรียนวันนี้อาจารย์ไม่มาสอน นิสิตมารอเต็มห้อง รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,0,0.14,ต่างหมวดหมู่
866,แอดมินครับ ขอเปิดเซคชั่นเพิ่มวิชาศึกษาทั่วไป นิสิตยังลงไม่ครบ ปล่อยไว้นานแล้ว,ช่วยตรวจสอบหน่อยครับ วิชาบังคับเซคเต็มทุกเซค ขอเปิดเพิ่มอีกเซคได้ไหมครับ รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,1,0.81,หมวดการเรียนการสอนและวิชาการ
867,ต้องการขอดรอปรายวิชา ติดต่อทำเรื่องที่ไหนครับ ปล่อยไว้นานแล้ว,ช่วยประสานงานทีครับ จอดมอเตอร์ไซค์ไว้ที่ หอพักนิสิต UP DORM หมวกกันน็อคโดนขโมยไปครับ ขอบคุณครับ,0,0.18,ต่างหมวดหมู่
868,ขอร้องเรียนค่ะ คนขับรถเมล์ มพ. สาย 3 ขับเร็วและหวาดเสียวมาก ปล่อยไว้นานแล้ว,ช่วยตรวจสอบหน่อยครับ รถเมล์มอสาย 3 ขับปาดซ้ายปาดขวา เบรกแรง กลัวอันตราย ช่วยตรวจสอบทีครับ,1,0.81,หมวดการเดินทางและระบบขนส่ง
869,แอดมินครับ พบสุนัขจรจัดดุวิ่งไล่กวดนิสิตบริเวณ ตึก PKY,นิสิตเดือดร้อนมากค่ะ หมาจรจัดตรง ตึกภักดี ดุมาก เห่าและวิ่งไล่รถมอเตอร์ไซค์ ช่วยตรวจสอบทีครับ,1,0.89,หมวดความปลอดภัยและจราจร
870,นิสิตเดือดร้อนมากค่ะ ระบบบันทึกเกรดมีปัญหา เกรดยังไม่ออกสักวิชา ช่วยตรวจสอบทีครับ,นิสิตเดือดร้อนมากค่ะ แอปพลิเคชัน UP Pass เข้าไม่ได้ ขึ้น error ตลอดเวลา ปล่อยไว้นานแล้ว,0,0.05,ต่างหมวดหมู่
871,ช่วยตรวจสอบหน่อยครับ บัตรนิสิตหาย ต้องการทำบัตรใหม่ต้องเตรียมอะไรบ้าง ขอบคุณครับ,ช่วยตรวจสอบหน่อยครับ ทำบัตรประจำตัวนิสิตใหม่ ติดต่อสำนักทะเบียนห้องไหนครับ เป็นแบบนี้มาหลายวันแล้วครับ,1,0.97,หมวดบริการทั่วไป / อื่นๆ
872,ขอร้องเรียนค่ะ ตารางสอบปลายภาคชนกันในวันเดียวกันสองวิชา รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,แจ้งเรื่องครับ: วันสอบปลายภาคเวลาตรงกันสองรายวิชา ขอสอบชดเชยได้ไหม รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,1,0.95,หมวดการเรียนการสอนและวิชาการ
873,ช่วยตรวจสอบหน่อยครับ บัตรนิสิตหาย ต้องการทำบัตรใหม่ต้องเตรียมอะไรบ้าง ช่วยตรวจสอบทีครับ,แอดมินครับ ทำบัตรประจำตัวนิสิตใหม่ ติดต่อสำนักทะเบียนห้องไหนครับ เดือดร้อนมากค่ะ ขอบคุณค่ะ,1,0.86,หมวดบริการทั่วไป / อื่นๆ
874,รบกวนเจ้าหน้าที่ครับ ก๊อกน้ำอ่างล้างมือ ตึก PKY หัก น้ำพุ่งกระเด็น ขอบคุณครับ,แจ้งเรื่องครับ: นิสิตต่อคิวรอรถเมล์ตรง ตึก ICT ยาวล้นออกมานอกฟุตบาท ช่วยตรวจสอบทีครับ,0,0.1,ต่างหมวดหมู่
875,รบกวนเจ้าหน้าที่ครับ ขอนับชั่วโมงกิจกรรมจิตอาสา กดยื่นในระบบแล้วยังไม่อนุมัติ รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,ยื่นขอหนังสือรับรองการเป็นนิสิตผ่านช่องทางออนไลน์ยังไง ช่วยตรวจสอบทีครับ,0,0.3,หมวดบริการทั่วไป / อื่นๆ (ต่างประเด็น)
876,ช่วยประสานงานทีครับ พบสุนัขจรจัดดุวิ่งไล่กวดนิสิตบริเวณ ตึกคณะบริหาร เดือดร้อนมากค่ะ ขอบคุณค่ะ,รบกวนเจ้าหน้าที่ครับ กล้อง CCTV ตรง หอสมุด ใช้งานไม่ได้ อยากขอเปิดดูของหาย,0,0.37,หมวดความปลอดภัยและจราจร (ต่างประเด็น)
877,ขอร้องเรียนค่ะ ลืมรหัสผ่าน UP Mail ขอยื่นรีเซ็ตรหัสผ่านเมลองค์กร รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,ด่วนมาก! เน็ตตึก ตึก ICT ดับทั้งตึก เชื่อมต่อสัญญาณไม่ได้ รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,0,0.38,หมวดเทคโนโลยีสารสนเทศ (ต่างประเด็น)
878,แจ้งเรื่องครับ: ตารางสอบปลายภาคชนกันในวันเดียวกันสองวิชา รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,แอดมินครับ วันสอบปลายภาคเวลาตรงกันสองรายวิชา ขอสอบชดเชยได้ไหม เป็นแบบนี้มาหลายวันแล้วครับ,1,0.89,หมวดการเรียนการสอนและวิชาการ
879,ตารางเรียนวิชาบังคับชนกันสองวิชา แก้ไขยังไงได้บ้าง ขอบคุณครับ,ช่วยประสานงานทีครับ ตารางเรียนชนกันครับ เข้าระบบแล้วเลือกเวลาทับซ้อนกัน ปล่อยไว้นานแล้ว,1,0.81,หมวดการเรียนการสอนและวิชาการ
880,ช่วยตรวจสอบหน่อยครับ รถเมล์ มพ. ไม่จอดรับนิสิตที่ป้าย ตึกคณะนิติศาสตร์ เดือดร้อนมากค่ะ ขอบคุณค่ะ,ช่วยประสานงานทีครับ ทำบัตรประจำตัวนิสิตใหม่ ติดต่อสำนักทะเบียนห้องไหนครับ,0,0.05,ต่างหมวดหมู่
