text,category_names,cat_1_building,cat_2_network_it,cat_3_academic,cat_4_landscape,cat_5_safety_traffic,cat_6_general_service,cat_7_transportation,cat_8_food_hygiene
ร้านอาหารที่ ตึก EN คณะวิศวกรรมศาสตร์ ใช้น้ำมันทอดซ้ำจนดำ และมีเศษแก้วแตกตกอยู่ในถาดอาหาร นิสิตกินแล้วบาดปากและมีอาการท้องเสีย,"ความปลอดภัยและจราจร, สุขอนามัยและความปลอดภัยทางอาหาร",0,0,0,0,1,0,0,1
ร้านอาหารที่ ตึก ICT ใช้น้ำมันทอดซ้ำจนดำ และมีเศษแก้วแตกตกอยู่ในถาดอาหาร นิสิตกินแล้วบาดปากและมีอาการท้องเสีย,"ความปลอดภัยและจราจร, สุขอนามัยและความปลอดภัยทางอาหาร",0,0,0,0,1,0,0,1
ห้องปฏิบัติการคอมพิวเตอร์ห้อง 2302 ประตู 2 หน้ามอ ระบบไฟฟ้าขัดข้อง แอร์ดับ และสัญญาณอินเทอร์เน็ต WiFi ใช้งานไม่ได้พร้อมกัน,"อาคารและสิ่งอำนวยความสะดวก, ระบบเครือข่ายและเทคโนโลยี",1,1,0,0,0,0,0,0
ร้านค้า อาคารเทคโนโลยีสารสนเทศ ใช้น้ำมันทอดซ้ำจนเป็นสีดำสนิท อาหารมีกลิ่นหืนมาก ส่งผลเสียต่อสุขภาพผู้บริโภค,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
ร้านค้า คณะนิติศาสตร์ ใช้น้ำมันทอดซ้ำจนเป็นสีดำสนิท อาหารมีกลิ่นหืนมาก ส่งผลเสียต่อสุขภาพผู้บริโภค,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
ห้องปฏิบัติการคอมพิวเตอร์ห้อง 3202 ตึก EN คณะวิศวกรรมศาสตร์ ระบบไฟฟ้าขัดข้อง แอร์ดับ และสัญญาณอินเทอร์เน็ต WiFi ใช้งานไม่ได้พร้อมกัน,"อาคารและสิ่งอำนวยความสะดวก, ระบบเครือข่ายและเทคโนโลยี",1,1,0,0,0,0,0,0
อาหารที่ซื้อจากร้านข้าว กองพัฒนานิสิต DSA บูดเสียและมีกลิ่นเปรี้ยว กินเข้าไปแล้วท้องเสีย อาหารไม่สดใหม่,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
ลิฟต์โดยสาร ลานจอดรถตึก PKY ค้างที่ชั้น {floor} ประตูปิดไม่สนิท มีเสียงดังน่ากลัว,อาคารและสิ่งอำนวยความสะดวก,1,0,0,0,0,0,0,0
รถเมล์สาย 1 ขับเบียดรถมอเตอร์ไซค์ของนิสิตล้มตรงทางโค้ง สนามกีฬาในร่ม ทำให้การจราจรติดขัดยาวและนิสิตได้รับบาดเจ็บ,"ความปลอดภัยและจราจร, การเดินทางและระบบขนส่ง",0,0,0,0,1,0,1,0
รถเมล์สาย 1 ขับเร็วเฉี่ยวชนสุนัขจรจัดเสียชีวิตบริเวณ โรงอาหารกลาง เศษซากสัตว์และคราบเลือดขวางถนน อันตรายและส่งกลิ่นเหม็นมาก,"ภูมิทัศน์และความสะอาด, ความปลอดภัยและจราจร, การเดินทางและระบบขนส่ง",0,0,0,1,1,0,1,0
การประกาศคะแนนสอบกลางภาควิชา GEN001 คะแนนในระบบไม่ตรงกับที่อาจารย์แจ้ง ขอตรวจสอบความถูกต้อง,การเรียนการสอนและวิชาการ,0,0,1,0,0,0,0,0
ห้องปฏิบัติการคอมพิวเตอร์ห้อง 3203 ป้ายรถเมล์หน้า ม. ระบบไฟฟ้าขัดข้อง แอร์ดับ และสัญญาณอินเทอร์เน็ต WiFi ใช้งานไม่ได้พร้อมกัน,"อาคารและสิ่งอำนวยความสะดวก, ระบบเครือข่ายและเทคโนโลยี",1,1,0,0,0,0,0,0
เครื่องปรับอากาศห้อง 1303 ป้ายหอใน มีน้ำรั่วหยดและไม่เย็นเลย เสียงดังมาก รบกวนเวลาเรียน,อาคารและสิ่งอำนวยความสะดวก,1,0,0,0,0,0,0,0
หญ้ารกสูงมากบริเวณ สนามกีฬาในร่ม มีสัตว์มีพิษและงูเลื้อยออกมา อันตรายต่อนิสิตที่เดินผ่าน,ภูมิทัศน์และความสะอาด,0,0,0,1,0,0,0,0
ร้านค้า คณะเกษตรศาสตร์ ใช้น้ำมันทอดซ้ำจนเป็นสีดำสนิท อาหารมีกลิ่นหืนมาก ส่งผลเสียต่อสุขภาพผู้บริโภค,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
มีคนร้ายขโมยหมวกกันน็อคและของใต้เบาะรถ ตึก CE โดนขโมยไปหลายคัน อยากให้ตรวจสอบกล้องวงจรปิด,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
โปรเจกเตอร์และจอแสดงผลห้อง 2101 อาคารเทคโนโลยีสารสนเทศ เปิดไม่ติด ภาพกระพริบ ลำโพงไมค์ไม่ดัง อาจารย์สอนไม่ได้,อาคารและสิ่งอำนวยความสะดวก,1,0,0,0,0,0,0,0
การยื่นคำร้องขอเทียบโอนหน่วยกิตรายวิชา เอกสารตกค้างที่คณะ ขอให้เจ้าหน้าที่ช่วยติดตามผล,การเรียนการสอนและวิชาการ,0,0,1,0,0,0,0,0
ถังขยะบริเวณ คณะศิลปศาสตร์ ขยะล้นถัง ส่งกลิ่นเหม็นเน่าเกลื่อนพื้น ไม่มีเจ้าหน้าที่มาเก็บ,ภูมิทัศน์และความสะอาด,0,0,0,1,0,0,0,0
ไฟส่องสว่างทางเดิน คณะเภสัชศาสตร์ ดับมืดสนิท ทางเปลี่ยวมาก เสี่ยงต่อการเกิดอาชญากรรมและชิงทรัพย์,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
ระบบเช็คชื่อสแกนใบหน้า / สแกนบัตรนิสิต สนามกีฬาในร่ม ระบบค้าง ไม่บันทึกการเข้าเรียน,ระบบเครือข่ายและเทคโนโลยี,0,1,0,0,0,0,0,0
การยื่นคำร้องขอเทียบโอนหน่วยกิตรายวิชา เอกสารตกค้างที่คณะ ขอให้เจ้าหน้าที่ช่วยติดตามผล,การเรียนการสอนและวิชาการ,0,0,1,0,0,0,0,0
การประกาศคะแนนสอบกลางภาควิชา LAW101 คะแนนในระบบไม่ตรงกับที่อาจารย์แจ้ง ขอตรวจสอบความถูกต้อง,การเรียนการสอนและวิชาการ,0,0,1,0,0,0,0,0
คอมพิวเตอร์ห้องแล็บ 3303 วิทยาลัยการศึกษา เปิดไม่ติดหลายเครื่อง เมาส์และคีย์บอร์ดเสีย,ระบบเครือข่ายและเทคโนโลยี,0,1,0,0,0,0,0,0
มีบุคคลภายนอกน่าสงสัยเดินวนเวียน คณะแพทยศาสตร์ ท่าทางไม่น่าไว้วางใจ อยากให้ รปภ. ช่วยตรวจสอบ,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
มีคนร้ายขโมยหมวกกันน็อคและของใต้เบาะรถ ประตู 1 ม.พะเยา โดนขโมยไปหลายคัน อยากให้ตรวจสอบกล้องวงจรปิด,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
ป้ายรอรถเมล์ ป้ายหอใน หลังคารั่ว ฝนตกแล้วน้ำรั่วลงมา เปียกทั้งที่นั่ง รอรถลำบากมาก,การเดินทางและระบบขนส่ง,0,0,0,0,0,0,1,0
ท่อน้ำทิ้งและหลังคาบริเวณ อ่างหลวง ม.พะเยา แตกชำรุด น้ำสกปรกเอ่อล้นพัดพาขยะเกลื่อนพื้น ส่งกลิ่นเหม็นทั่วทางเดิน,"อาคารและสิ่งอำนวยความสะดวก, ภูมิทัศน์และความสะอาด",1,0,0,1,0,0,0,0
อาหารที่ซื้อจากร้านข้าว โรงอาหารกลาง บูดเสียและมีกลิ่นเปรี้ยว กินเข้าไปแล้วท้องเสีย อาหารไม่สดใหม่,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
ตารางสอบปลายภาควิชา MED201 ชนกัน ตารางสอบวิชาบังคับสองวิชาตรงวันและเวลาเดียวกัน ขอทำเรื่องสอบชดเชย,การเรียนการสอนและวิชาการ,0,0,1,0,0,0,0,0
ร้านค้า คณะบริหารธุรกิจและนิเทศศาสตร์ ใช้น้ำมันทอดซ้ำจนเป็นสีดำสนิท อาหารมีกลิ่นหืนมาก ส่งผลเสียต่อสุขภาพผู้บริโภค,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
คนขับรถชัตเติลบัส มพ. สาย 3 (สีแดง) ขับเร็วและเบรกกระชาก ขับขี่อันตรายมาก ผู้โดยสารยืนทรงตัวไม่อยู่,การเดินทางและระบบขนส่ง,0,0,0,0,0,0,1,0
ถังขยะบริเวณ ตึก EN คณะวิศวกรรมศาสตร์ ขยะล้นถัง ส่งกลิ่นเหม็นเน่าเกลื่อนพื้น ไม่มีเจ้าหน้าที่มาเก็บ,ภูมิทัศน์และความสะอาด,0,0,0,1,0,0,0,0
ร้านอาหารที่ อาคาร PKY สงวนเสริมศรี ใช้น้ำมันทอดซ้ำจนดำ และมีเศษแก้วแตกตกอยู่ในถาดอาหาร นิสิตกินแล้วบาดปากและมีอาการท้องเสีย,"ความปลอดภัยและจราจร, สุขอนามัยและความปลอดภัยทางอาหาร",0,0,0,0,1,0,0,1
อินเทอร์เน็ต WiFi หอพัก ป้ายรถเมล์หน้า ม. ช้ามาก ความเร็วตก หมุนไม่หยุด ทำงานวิจัยไม่ได้,ระบบเครือข่ายและเทคโนโลยี,0,1,0,0,0,0,0,0
การทำบัตรนิสิตใหม่เนื่องจากบัตรเดิมสูญหาย ติดต่อขอออกบัตรใหม่ ต้องเตรียมหลักฐานอะไรบ้างและรับบัตรได้ที่ไหน,บริการทั่วไปและสวัสดิการ,0,0,0,0,0,1,0,0
รถเมล์สาย 1 ขับเร็วเฉี่ยวชนสุนัขจรจัดเสียชีวิตบริเวณ ประตู 1 ม.พะเยา เศษซากสัตว์และคราบเลือดขวางถนน อันตรายและส่งกลิ่นเหม็นมาก,"ภูมิทัศน์และความสะอาด, ความปลอดภัยและจราจร, การเดินทางและระบบขนส่ง",0,0,0,1,1,0,1,0
โรงอาหารบริเวณ ป้ายรถเมล์หน้า ม. มีถังขยะเศษอาหารเน่าล้น ส่งกลิ่นเหม็นคลุ้งและพบแมลงสาบไต่บนโต๊ะทานข้าว ไม่ถูกสุขอนามัย,"ภูมิทัศน์และความสะอาด, สุขอนามัยและความปลอดภัยทางอาหาร",0,0,0,1,0,0,0,1
ห้องปฏิบัติการคอมพิวเตอร์ห้อง 2203 ป้ายรถเมล์หน้า ม. ระบบไฟฟ้าขัดข้อง แอร์ดับ และสัญญาณอินเทอร์เน็ต WiFi ใช้งานไม่ได้พร้อมกัน,"อาคารและสิ่งอำนวยความสะดวก, ระบบเครือข่ายและเทคโนโลยี",1,1,0,0,0,0,0,0
ห้องปฏิบัติการคอมพิวเตอร์ห้อง 4301 โรงอาหารตึกสงวนเสริมศรี ระบบไฟฟ้าขัดข้อง แอร์ดับ และสัญญาณอินเทอร์เน็ต WiFi ใช้งานไม่ได้พร้อมกัน,"อาคารและสิ่งอำนวยความสะดวก, ระบบเครือข่ายและเทคโนโลยี",1,1,0,0,0,0,0,0
คอมพิวเตอร์ห้องแล็บ 2102 หอใน มพ. เปิดไม่ติดหลายเครื่อง เมาส์และคีย์บอร์ดเสีย,ระบบเครือข่ายและเทคโนโลยี,0,1,0,0,0,0,0,0
ไฟส่องสว่างและกลอนประตูห้องน้ำหญิงที่ คณะวิทยาศาสตร์ พังชำรุด ดับสนิท กล้องวงจรปิดไม่ติด เสี่ยงอันตรายต่อความปลอดภัยของนิสิต,"อาคารและสิ่งอำนวยความสะดวก, ความปลอดภัยและจราจร",1,0,0,0,1,0,0,0
ระบบเว็บลงทะเบียนเรียน REG UP เข้าใช้งานไม่ได้ ขึ้น 504 Gateway Timeout ช่วงเปิดจองวิชาศึกษาทั่วไป,ระบบเครือข่ายและเทคโนโลยี,0,1,0,0,0,0,0,0
ตารางสอบปลายภาควิชา GEN001 ชนกัน ตารางสอบวิชาบังคับสองวิชาตรงวันและเวลาเดียวกัน ขอทำเรื่องสอบชดเชย,การเรียนการสอนและวิชาการ,0,0,1,0,0,0,0,0
กระจกหน้าต่างห้องบรรยาย 4304 ตึก CE แตกชำรุด ลมพัดเศษกระจกอาจตกใส่คนข้างล่าง,อาคารและสิ่งอำนวยความสะดวก,1,0,0,0,0,0,0,0
ช้อนส้อมและจานชามที่ หอใน มพ. ล้างไม่สะอาด มีคราบมันและเศษอาหารติดอยู่ อยากให้ตรวจเข้มงวด,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
ร้านอาหารที่ คณะพยาบาลศาสตร์ อาหารไม่สะอาด พบแมลงสาบตัวเล็กและเส้นผมปนเปื้อนในจานข้าว,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
การยื่นคำร้องขอเทียบโอนหน่วยกิตรายวิชา เอกสารตกค้างที่คณะ ขอให้เจ้าหน้าที่ช่วยติดตามผล,การเรียนการสอนและวิชาการ,0,0,1,0,0,0,0,0
กิ่งไม้ขนาดใหญ่หักโค่น คณะเกษตรศาสตร์ พาดขวางถนนและทางเท้าหลังพายุฝนตก รถสัญจรลำบาก,ภูมิทัศน์และความสะอาด,0,0,0,1,0,0,0,0
สายชำระและก๊อกน้ำ โรงอาหารกลาง แตกชำรุด น้ำรั่วพุ่งนองเต็มพื้นห้องน้ำ,อาคารและสิ่งอำนวยความสะดวก,1,0,0,0,0,0,0,0
หลอดไฟในห้องน้ำชาย วิทยาลัยการศึกษา ดับมืดสนิท กระพริบตลอดเวลา ใช้งานไม่ได้,อาคารและสิ่งอำนวยความสะดวก,1,0,0,0,0,0,0,0
มีบุคคลภายนอกน่าสงสัยเดินวนเวียน ลานจอดรถตึก PKY ท่าทางไม่น่าไว้วางใจ อยากให้ รปภ. ช่วยตรวจสอบ,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
สายชำระและก๊อกน้ำ คณะพยาบาลศาสตร์ แตกชำรุด น้ำรั่วพุ่งนองเต็มพื้นห้องน้ำ,อาคารและสิ่งอำนวยความสะดวก,1,0,0,0,0,0,0,0
รถชัตเติลบัส มพ. ขับเร็วเฉี่ยวชนสุนัขจรจัดเสียชีวิตบริเวณ คณะศิลปศาสตร์ เศษซากสัตว์และคราบเลือดขวางถนน อันตรายและส่งกลิ่นเหม็นมาก,"ภูมิทัศน์และความสะอาด, ความปลอดภัยและจราจร, การเดินทางและระบบขนส่ง",0,0,0,1,1,0,1,0
การติดต่อขอเอกสารใบรับรองผลการเรียน (Transcript) ระบบยังไม่อัปเดตเกรดเทอมล่าสุด ต้องการใช้ยื่นสมัครงาน,การเรียนการสอนและวิชาการ,0,0,1,0,0,0,0,0
ตารางสอบปลายภาควิชา MED201 ชนกัน ตารางสอบวิชาบังคับสองวิชาตรงวันและเวลาเดียวกัน ขอทำเรื่องสอบชดเชย,การเรียนการสอนและวิชาการ,0,0,1,0,0,0,0,0
ลืมกระเป๋าสตางค์และ iPad ไว้ที่ คณะศิลปศาสตร์ ขอดูกล้องวงจรปิดย้อนหลังเพื่อติดตามทรัพย์สินสูญหาย,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
ห้องปฏิบัติการคอมพิวเตอร์ห้อง 1302 ป้ายหอใน ระบบไฟฟ้าขัดข้อง แอร์ดับ และสัญญาณอินเทอร์เน็ต WiFi ใช้งานไม่ได้พร้อมกัน,"อาคารและสิ่งอำนวยความสะดวก, ระบบเครือข่ายและเทคโนโลยี",1,1,0,0,0,0,0,0
ไฟส่องสว่างและกลอนประตูห้องน้ำหญิงที่ ลานจอดรถตึก PKY พังชำรุด ดับสนิท กล้องวงจรปิดไม่ติด เสี่ยงอันตรายต่อความปลอดภัยของนิสิต,"อาคารและสิ่งอำนวยความสะดวก, ความปลอดภัยและจราจร",1,0,0,0,1,0,0,0
มีคนร้ายขโมยหมวกกันน็อคและของใต้เบาะรถ กองพัฒนานิสิต DSA โดนขโมยไปหลายคัน อยากให้ตรวจสอบกล้องวงจรปิด,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
กระจกหน้าต่างห้องบรรยาย 2104 อาคารเทคโนโลยีสารสนเทศ แตกชำรุด ลมพัดเศษกระจกอาจตกใส่คนข้างล่าง,อาคารและสิ่งอำนวยความสะดวก,1,0,0,0,0,0,0,0
กลอนประตูล็อคห้องน้ำ ลานจอดรถตึก PKY พังหัก ล็อคประตูไม่อยู่ ปิดไม่ได้,อาคารและสิ่งอำนวยความสะดวก,1,0,0,0,0,0,0,0
ป้ายรอรถเมล์ วิทยาลัยการศึกษา หลังคารั่ว ฝนตกแล้วน้ำรั่วลงมา เปียกทั้งที่นั่ง รอรถลำบากมาก,การเดินทางและระบบขนส่ง,0,0,0,0,0,0,1,0
หลอดไฟในห้องน้ำชาย วิทยาลัยการศึกษา ดับมืดสนิท กระพริบตลอดเวลา ใช้งานไม่ได้,อาคารและสิ่งอำนวยความสะดวก,1,0,0,0,0,0,0,0
สวัสดิการประกันอุบัติเหตุสำหรับนิสิต ประสบอุบัติเหตุเข้ารับการรักษาที่โรงพยาบาล ต้องการทำเรื่องเบิกเคลมประกัน,บริการทั่วไปและสวัสดิการ,0,0,0,0,0,1,0,0
เศษกระจกและขยะแก้วแตกเกลื่อนบนพื้น คณะวิทยาศาสตร์ อันตรายมาก กลัวบาดเท้านิสิตและยางรถมอเตอร์ไซค์รั่ว,ภูมิทัศน์และความสะอาด,0,0,0,1,0,0,0,0
โรงอาหารบริเวณ ป้ายหอใน มีถังขยะเศษอาหารเน่าล้น ส่งกลิ่นเหม็นคลุ้งและพบแมลงสาบไต่บนโต๊ะทานข้าว ไม่ถูกสุขอนามัย,"ภูมิทัศน์และความสะอาด, สุขอนามัยและความปลอดภัยทางอาหาร",0,0,0,1,0,0,0,1
ลืมกระเป๋าสตางค์และ iPad ไว้ที่ ป้ายรถเมล์หน้า ม. ขอดูกล้องวงจรปิดย้อนหลังเพื่อติดตามทรัพย์สินสูญหาย,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
ระบบเว็บลงทะเบียนเรียน REG UP เข้าใช้งานไม่ได้ ขึ้น 504 Gateway Timeout ช่วงเปิดจองวิชาศึกษาทั่วไป,ระบบเครือข่ายและเทคโนโลยี,0,1,0,0,0,0,0,0
ร้านอาหารที่ ป้ายรถเมล์หน้า ม. ใช้น้ำมันทอดซ้ำจนดำ และมีเศษแก้วแตกตกอยู่ในถาดอาหาร นิสิตกินแล้วบาดปากและมีอาการท้องเสีย,"ความปลอดภัยและจราจร, สุขอนามัยและความปลอดภัยทางอาหาร",0,0,0,0,1,0,0,1
ห้องปฏิบัติการคอมพิวเตอร์ห้อง 1301 อาคารเรียนรวม CE ระบบไฟฟ้าขัดข้อง แอร์ดับ และสัญญาณอินเทอร์เน็ต WiFi ใช้งานไม่ได้พร้อมกัน,"อาคารและสิ่งอำนวยความสะดวก, ระบบเครือข่ายและเทคโนโลยี",1,1,0,0,0,0,0,0
ร้านอาหารที่ อาคาร PKY สงวนเสริมศรี อาหารไม่สะอาด พบแมลงสาบตัวเล็กและเส้นผมปนเปื้อนในจานข้าว,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
ช้อนส้อมและจานชามที่ โรงอาหารตึกสงวนเสริมศรี ล้างไม่สะอาด มีคราบมันและเศษอาหารติดอยู่ อยากให้ตรวจเข้มงวด,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
รถเมล์มอวิ่งไม่ตรงรอบตารางเวลา ช่วงเวลาเร่งด่วนเช้าไม่มีรถวิ่ง นิสิตไปเรียนไม่ทัน,การเดินทางและระบบขนส่ง,0,0,0,0,0,0,1,0
สุขอนามัยร้านน้ำและตู้กดน้ำดื่ม หอใน มพ. มีตะไคร่น้ำและคราบสกปรกเกาะ ไม่มีการล้างทำความสะอาด,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
พัดลมเพดานและปลั๊กไฟห้อง 4202 หอพักลุมพินี ปลั๊กไฟช็อตมีกลิ่นไหม้ พัดลมหมุนช้ามาก,อาคารและสิ่งอำนวยความสะดวก,1,0,0,0,0,0,0,0
ไฟส่องสว่างและกลอนประตูห้องน้ำหญิงที่ หอใน มพ. พังชำรุด ดับสนิท กล้องวงจรปิดไม่ติด เสี่ยงอันตรายต่อความปลอดภัยของนิสิต,"อาคารและสิ่งอำนวยความสะดวก, ความปลอดภัยและจราจร",1,0,0,0,1,0,0,0
การยื่นเรื่องขอทุนการศึกษาสำหรับนิสิตขาดแคลนทุนทรัพย์ ต้องการทราบกำหนดการและเอกสารที่ต้องใช้ส่งกองพัฒนานิสิต,บริการทั่วไปและสวัสดิการ,0,0,0,0,0,1,0,0
ท่อน้ำทิ้งและหลังคาบริเวณ วิทยาลัยการศึกษา แตกชำรุด น้ำสกปรกเอ่อล้นพัดพาขยะเกลื่อนพื้น ส่งกลิ่นเหม็นทั่วทางเดิน,"อาคารและสิ่งอำนวยความสะดวก, ภูมิทัศน์และความสะอาด",1,0,0,1,0,0,0,0
รถเมล์ มพ. สาย 1 (สีม่วง) รอนานมาก รอเกิน 45 นาที รถไม่พอ คนยืนเบียดกันจนล้นป้าย {loc},การเดินทางและระบบขนส่ง,0,0,0,0,0,0,1,0
ท่อน้ำทิ้งและหลังคาบริเวณ กองพัฒนานิสิต DSA แตกชำรุด น้ำสกปรกเอ่อล้นพัดพาขยะเกลื่อนพื้น ส่งกลิ่นเหม็นทั่วทางเดิน,"อาคารและสิ่งอำนวยความสะดวก, ภูมิทัศน์และความสะอาด",1,0,0,1,0,0,0,0
ลิฟต์โดยสาร โรงอาหารตึกสงวนเสริมศรี ค้างที่ชั้น {floor} ประตูปิดไม่สนิท มีเสียงดังน่ากลัว,อาคารและสิ่งอำนวยความสะดวก,1,0,0,0,0,0,0,0
รถสองแถวมอ ขับเร็วเฉี่ยวชนสุนัขจรจัดเสียชีวิตบริเวณ คณะศิลปศาสตร์ เศษซากสัตว์และคราบเลือดขวางถนน อันตรายและส่งกลิ่นเหม็นมาก,"ภูมิทัศน์และความสะอาด, ความปลอดภัยและจราจร, การเดินทางและระบบขนส่ง",0,0,0,1,1,0,1,0
การขอเปิดรายวิชาเพิ่มเติมสำหรับนิสิตชั้นปีที่ 1 วิชาเอกเต็ม ต้องการขอขยายจำนวนรับเพิ่มเพื่อไม่ให้จบช้า,การเรียนการสอนและวิชาการ,0,0,1,0,0,0,0,0
ตารางสอบปลายภาควิชา MED201 ชนกัน ตารางสอบวิชาบังคับสองวิชาตรงวันและเวลาเดียวกัน ขอทำเรื่องสอบชดเชย,การเรียนการสอนและวิชาการ,0,0,1,0,0,0,0,0
ไฟส่องสว่างทางเดิน คณะพยาบาลศาสตร์ ดับมืดสนิท ทางเปลี่ยวมาก เสี่ยงต่อการเกิดอาชญากรรมและชิงทรัพย์,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
สวัสดิการประกันอุบัติเหตุสำหรับนิสิต ประสบอุบัติเหตุเข้ารับการรักษาที่โรงพยาบาล ต้องการทำเรื่องเบิกเคลมประกัน,บริการทั่วไปและสวัสดิการ,0,0,0,0,0,1,0,0
อินเทอร์เน็ต WiFi หอพัก ตึก ICT ช้ามาก ความเร็วตก หมุนไม่หยุด ทำงานวิจัยไม่ได้,ระบบเครือข่ายและเทคโนโลยี,0,1,0,0,0,0,0,0
ซากนกและสัตว์ตาย คณะศิลปศาสตร์ ส่งกลิ่นเหม็นเน่า แมลงวันตอม อยากให้แม่บ้านช่วยเก็บทำความสะอาด,ภูมิทัศน์และความสะอาด,0,0,0,1,0,0,0,0
ร้านค้า คณะศิลปศาสตร์ ใช้น้ำมันทอดซ้ำจนเป็นสีดำสนิท อาหารมีกลิ่นหืนมาก ส่งผลเสียต่อสุขภาพผู้บริโภค,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
ท่อน้ำทิ้งและหลังคาบริเวณ ลานจอดรถตึก PKY แตกชำรุด น้ำสกปรกเอ่อล้นพัดพาขยะเกลื่อนพื้น ส่งกลิ่นเหม็นทั่วทางเดิน,"อาคารและสิ่งอำนวยความสะดวก, ภูมิทัศน์และความสะอาด",1,0,0,1,0,0,0,0
ร้านอาหารที่ หอพักลุมพินี ใช้น้ำมันทอดซ้ำจนดำ และมีเศษแก้วแตกตกอยู่ในถาดอาหาร นิสิตกินแล้วบาดปากและมีอาการท้องเสีย,"ความปลอดภัยและจราจร, สุขอนามัยและความปลอดภัยทางอาหาร",0,0,0,0,1,0,0,1
ร้านค้า คณะเกษตรศาสตร์ ใช้น้ำมันทอดซ้ำจนเป็นสีดำสนิท อาหารมีกลิ่นหืนมาก ส่งผลเสียต่อสุขภาพผู้บริโภค,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
โปรเจกเตอร์และจอแสดงผลห้อง 3401 คณะเภสัชศาสตร์ เปิดไม่ติด ภาพกระพริบ ลำโพงไมค์ไม่ดัง อาจารย์สอนไม่ได้,อาคารและสิ่งอำนวยความสะดวก,1,0,0,0,0,0,0,0
คอมพิวเตอร์ห้องแล็บ 4102 คณะเกษตรศาสตร์ เปิดไม่ติดหลายเครื่อง เมาส์และคีย์บอร์ดเสีย,ระบบเครือข่ายและเทคโนโลยี,0,1,0,0,0,0,0,0
รถชัตเติลบัส มพ. ขับเบียดรถมอเตอร์ไซค์ของนิสิตล้มตรงทางโค้ง โรงอาหารตึกสงวนเสริมศรี ทำให้การจราจรติดขัดยาวและนิสิตได้รับบาดเจ็บ,"ความปลอดภัยและจราจร, การเดินทางและระบบขนส่ง",0,0,0,0,1,0,1,0
โรงอาหารบริเวณ ตึก ICT มีถังขยะเศษอาหารเน่าล้น ส่งกลิ่นเหม็นคลุ้งและพบแมลงสาบไต่บนโต๊ะทานข้าว ไม่ถูกสุขอนามัย,"ภูมิทัศน์และความสะอาด, สุขอนามัยและความปลอดภัยทางอาหาร",0,0,0,1,0,0,0,1
ป้ายรอรถเมล์ หอพักลุมพินี หลังคารั่ว ฝนตกแล้วน้ำรั่วลงมา เปียกทั้งที่นั่ง รอรถลำบากมาก,การเดินทางและระบบขนส่ง,0,0,0,0,0,0,1,0
อินเทอร์เน็ต WiFi หอพัก ลานจอดรถตึก PKY ช้ามาก ความเร็วตก หมุนไม่หยุด ทำงานวิจัยไม่ได้,ระบบเครือข่ายและเทคโนโลยี,0,1,0,0,0,0,0,0
ซากนกและสัตว์ตาย ประตู 2 หน้ามอ ส่งกลิ่นเหม็นเน่า แมลงวันตอม อยากให้แม่บ้านช่วยเก็บทำความสะอาด,ภูมิทัศน์และความสะอาด,0,0,0,1,0,0,0,0
ตารางสอบปลายภาควิชา CHM103 ชนกัน ตารางสอบวิชาบังคับสองวิชาตรงวันและเวลาเดียวกัน ขอทำเรื่องสอบชดเชย,การเรียนการสอนและวิชาการ,0,0,1,0,0,0,0,0
ระบบอีเมลมหาวิทยาลัยและ Office 365 ล็อกอินไม่ได้ แจ้งเตือนรหัสผ่านหมดอายุ เข้าใช้งานไม่ได้,ระบบเครือข่ายและเทคโนโลยี,0,1,0,0,0,0,0,0
ช้อนส้อมและจานชามที่ สนามกีฬาในร่ม ล้างไม่สะอาด มีคราบมันและเศษอาหารติดอยู่ อยากให้ตรวจเข้มงวด,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
